ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade
161,01/10/2024,MANGABEIRAS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
162,01/11/2023,CENTRO,AMEACA,CONSUMADO,FALA,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
163,01/11/2023,SANTA ROSA,AMEACA,CONSUMADO,FALA,40.0,BRANCA,ALFABETIZADO
164,01/11/2023,SANTA ROSA,AMEACA,CONSUMADO,FALA,79.0,BRANCA,ALFABETIZADO
165,01/11/2023,NOVA HOLANDA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,54.0,PARDA,ESCOLARIDADE   IGNORADA
166,01/11/2023,BELVEDERE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
167,01/11/2023,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
168,01/11/2024,NOSSA SENHORA DAS GRACAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,70.0,BRANCA,ALFABETIZADO
169,01/11/2024,NOVA SUICA,AMEACA,CONSUMADO,FALA,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
170,01/11/2024,JUSA FONSECA,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
171,01/11/2024,SAO JOSE,IMPORTUNACAO SEXUAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,13.0,PARDA,ALFABETIZADO
172,01/11/2024,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,BRANCA,SUPERIOR INCOMPLETO
173,01/11/2024,BOM PASTOR,AMEACA,CONSUMADO,FALA,43.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
174,01/12/2023,SANTA CLARA,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,27.0,BRANCA,SUPERIOR COMPLETO
175,01/12/2023,BELA VISTA,ESTELIONATO,CONSUMADO,FRAUDE,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
176,01/12/2023,NITEROI,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
177,01/12/2023,ORION,ESTELIONATO,CONSUMADO,FRAUDE,57.0,BRANCA,SUPERIOR COMPLETO
178,01/12/2023,BELO VALE,AMEACA,CONSUMADO,FALA,44.0,BRANCA,ESCOLARIDADE   IGNORADA
179,01/12/2024,SAO JOAO DE DEUS,ATO OBSCENO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
180,01/12/2024,SAO JUDAS TADEU,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
181,01/12/2024,SAO JOAO DE DEUS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
182,01/12/2024,NOVA HOLANDA,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
183,01/12/2024,ALVORADA,AMEACA,CONSUMADO,FALA,19.0,BRANCA,SUPERIOR COMPLETO
184,01/12/2024,SAO SIMAO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,33.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
185,01/12/2024,PLANALTO,INJURIA,CONSUMADO,FALA,55.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
186,01/12/2024,SAO JUDAS TADEU,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,19.0,PARDA,ESCOLARIDADE   IGNORADA
187,01/12/2024,AFONSO PENA,AMEACA,CONSUMADO,FALA,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
188,01/12/2024,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
189,01/12/2024,VILA DAS ROSEIRAS,FURTO,CONSUMADO,ABUSO DE CONFIANCA,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
190,02/01/2023,FLORERMIDA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,67.0,PARDA,ALFABETIZADO
191,02/01/2023,FLORERMIDA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,15.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
192,02/01/2023,TIETE,FURTO,CONSUMADO,ESCALADA,41.0,BRANCA,ESCOLARIDADE   IGNORADA
193,02/01/2023,SANTA LUCIA,ROUBO,CONSUMADO,ARMAS DE FOGO,69.0,BRANCA,SUPERIOR COMPLETO
194,02/01/2023,DANILO PASSOS,AMEACA,CONSUMADO,FALA,58.0,PARDA,ALFABETIZADO
195,02/01/2024,PONTE FUNDA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,4.0,BRANCA,ESCOLARIDADE   IGNORADA
196,02/01/2024,JARDIM COPACABANA,ESTELIONATO,CONSUMADO,FRAUDE,37.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
197,02/01/2024,VILA DAS ROSEIRAS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS,24.0,PARDA,ALFABETIZADO
198,02/01/2024,INTERLAGOS,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,20.0,BRANCA,ESCOLARIDADE   IGNORADA
199,02/01/2024,VILA CRUZEIRO,AMEACA,CONSUMADO,FALA,44.0,BRANCA,SUPERIOR COMPLETO
200,02/01/2024,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,14.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
201,02/02/2023,MANOEL VALINHAS,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
202,02/02/2023,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
203,02/02/2023,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,32.0,PRETO,SUPERIOR INCOMPLETO
204,02/02/2023,CIDADE JARDIM,INJURIA,CONSUMADO,FALA,57.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
205,02/02/2023,VILA DAS ROSEIRAS,DANO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
206,02/02/2023,SAO LUIZ,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
207,02/02/2023,IPIRANGA,ESTELIONATO,CONSUMADO,FRAUDE,46.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
208,02/02/2023,SANTA ROSA,AMEACA,CONSUMADO,FALA,41.0,PARDA,ALFABETIZADO
209,02/02/2023,JARDIM DAS OLIVEIRAS,ESTELIONATO,CONSUMADO,FRAUDE,58.0,BRANCA,ALFABETIZADO
210,02/02/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,72.0,PARDA,SUPERIOR COMPLETO
211,02/02/2023,CENTRO,DIFAMACAO,CONSUMADO,FALA,23.0,PARDA,SUPERIOR INCOMPLETO
212,02/02/2023,VALE DO SOL,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
213,02/02/2023,VILA BELO HORIZONTE,ESTELIONATO,CONSUMADO,FRAUDE,67.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
214,02/02/2023,SAO LUIZ,LESAO CORPORAL,CONSUMADO,ATO DE SUFOCAR  ENFORCAR  ESTRANGULAR OU ESGA,64.0,BRANCA,ALFABETIZADO
215,02/02/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,39.0,PARDA,ALFABETIZADO
216,02/02/2023,DOM CRISTIANO,AMEACA,CONSUMADO,FALA,46.0,BRANCA,ALFABETIZADO
217,02/02/2024,NACOES,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
218,02/02/2024,DONA ROSA,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,33.0,PARDA,ALFABETIZADO
219,02/02/2024,LEVINDO DE PAULA PEREIRA,DIFAMACAO,CONSUMADO,FALA,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
220,02/02/2024,ESPIRITO SANTO,FURTO,CONSUMADO,MEIO DESCONHECIDO,31.0,PARDA,ALFABETIZADO
221,02/02/2024,NOSSA SENHORA DAS GRACAS,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,52.0,BRANCA,ALFABETIZADO
222,02/02/2024,INTERLAGOS,AMEACA,CONSUMADO,FALA,46.0,PARDA,ESCOLARIDADE   IGNORADA
223,02/02/2024,SAO JOSE,AMEACA,CONSUMADO,FALA,44.0,PARDA,POS GRADUACAO
224,02/02/2024,NOSSA SENHORA DAS GRACAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,50.0,PARDA,ESCOLARIDADE   IGNORADA
225,02/03/2023,ICARAI,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
226,02/03/2023,MARIA PECANHA,AMEACA,CONSUMADO,FALA,23.0,PARDA,ALFABETIZADO
227,02/03/2023,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,30.0,BRANCA,SUPERIOR COMPLETO
228,02/03/2023,PLANALTO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,39.0,BRANCA,SUPERIOR COMPLETO
229,02/03/2023,VILA SANTO ANDRE,FURTO,CONSUMADO,ABUSO DE CONFIANCA,43.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
230,02/03/2023,PADRE LIBERIO,ESTELIONATO,CONSUMADO,FRAUDE,42.0,PARDA,SUPERIOR COMPLETO
231,02/03/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,49.0,BRANCA,SUPERIOR COMPLETO
232,02/03/2023,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,SUPERIOR INCOMPLETO
233,02/03/2023,JARDINOPOLIS,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,17.0,PARDA,ALFABETIZADO
234,02/03/2023,PARAISO,AMEACA,CONSUMADO,FALA,33.0,PARDA,ESCOLARIDADE   IGNORADA
235,02/03/2024,VILA BELO HORIZONTE,AMEACA,CONSUMADO,FALA,11.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
236,02/03/2024,VILA BELO HORIZONTE,AMEACA,CONSUMADO,FALA,11.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
237,02/03/2024,PLANALTO,ESTELIONATO,CONSUMADO,FRAUDE,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
238,02/03/2024,TERRA AZUL,AMEACA,CONSUMADO,FALA,64.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
239,02/03/2024,BELVEDERE,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,47.0,PARDA,POS GRADUACAO
240,02/03/2024,BELA VISTA,FURTO,CONSUMADO,MEIO DESCONHECIDO,65.0,BRANCA,ESCOLARIDADE   IGNORADA
241,02/04/2023,CASA NOVA,AMEACA,CONSUMADO,FALA,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
242,02/04/2023,FLORERMIDA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,41.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
243,02/04/2023,SAO MIGUEL,IMPORTUNACAO SEXUAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PARDA,ALFABETIZADO
244,02/04/2023,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,41.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
245,02/04/2023,QUINTA DAS PALMEIRAS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
246,02/04/2023,DAVANUZE,AMEACA,CONSUMADO,FALA,50.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
247,02/04/2023,SAO JOSE,AMEACA,CONSUMADO,FALA,47.0,PARDA,SUPERIOR INCOMPLETO
248,02/04/2023,QUINTINO,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,24.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
249,02/04/2023,HALIM SOUKI,AMEACA,CONSUMADO,FALA,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
250,02/04/2024,ORION,AMEACA,CONSUMADO,FALA,29.0,PARDA,SUPERIOR COMPLETO
251,02/04/2024,ORION,AMEACA,CONSUMADO,FALA,32.0,PARDA,SUPERIOR COMPLETO
252,02/04/2024,BOM PASTOR,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
253,02/04/2024,CATALAO,ESTELIONATO,CONSUMADO,FRAUDE,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
254,02/04/2024,MARAJO,AMEACA,CONSUMADO,FALA,38.0,AMARELA,SUPERIOR INCOMPLETO
255,02/04/2024,ANCHIETA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,34.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
256,02/04/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,72.0,PARDA,ALFABETIZADO
257,02/05/2023,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
258,02/05/2023,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PARDA,SUPERIOR INCOMPLETO
259,02/05/2023,NACOES,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
260,02/05/2023,SANTA ROSA,AMEACA,CONSUMADO,FALA,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
261,02/05/2023,AFONSO PENA,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,16.0,BRANCA,ALFABETIZADO
262,02/05/2023,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
263,02/05/2024,JARDIM CAPITAO SILVA,ESTELIONATO,CONSUMADO,FRAUDE,43.0,BRANCA,SUPERIOR COMPLETO
264,02/05/2024,VILA BELO HORIZONTE,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PARDA,SUPERIOR COMPLETO
265,02/05/2024,PARAISO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,BRANCA,SUPERIOR COMPLETO
266,02/05/2024,ICARAI,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,24.0,PRETO,SUPERIOR INCOMPLETO
267,02/05/2024,CENTRO,AMEACA,CONSUMADO,FALA,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
268,02/05/2024,SANTA TEREZA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
269,02/05/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
270,02/05/2024,MORADA NOVA,INJURIA,CONSUMADO,FALA,64.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
271,02/05/2024,VILA CRUZEIRO,AMEACA,CONSUMADO,FALA,25.0,BRANCA,ALFABETIZADO
272,02/06/2023,PORTO VELHO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,25.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
273,02/06/2023,NOVA FORTALEZA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,PARDA,ALFABETIZADO
274,02/06/2023,SANTA CLARA,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,27.0,BRANCA,ALFABETIZADO
275,02/06/2023,CATALAO,AMEACA,CONSUMADO,FALA,24.0,BRANCA,ALFABETIZADO
276,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,33.0,PARDA,SUPERIOR INCOMPLETO
277,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,24.0,BRANCA,SUPERIOR INCOMPLETO
278,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,31.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
279,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,15.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
280,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,16.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
281,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,8.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
282,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
283,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,14.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
284,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,23.0,BRANCA,SUPERIOR INCOMPLETO
285,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,22.0,BRANCA,SUPERIOR INCOMPLETO
286,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,40.0,PARDA,SUPERIOR COMPLETO
287,02/06/2023,BELVEDERE,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,15.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
288,02/06/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,20.0,PARDA,SUPERIOR INCOMPLETO
289,02/06/2023,SANTA LUCIA,APROPRIACAO DE COISA HAVIDA POR ERRO  COISA ACHADA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,44.0,PARDA,ALFABETIZADO
290,02/06/2023,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,62.0,PARDA,ALFABETIZADO
291,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
292,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
293,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
294,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,18.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
295,02/06/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,47.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
296,02/06/2024,VILA BELO HORIZONTE,INJURIA,CONSUMADO,FALA,39.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
297,02/06/2024,VISTA ALEGRE,AMEACA,CONSUMADO,FALA,36.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
298,02/06/2024,NOVA FORTALEZA,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,22.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
299,02/06/2024,BELVEDERE,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
300,02/06/2024,IPIRANGA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
301,02/06/2024,BELVEDERE,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
302,02/06/2024,IPIRANGA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,56.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
303,02/06/2024,CENTRO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
304,02/07/2023,IPIRANGA,AMEACA,CONSUMADO,FALA,61.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
305,02/07/2023,CENTRO,AMEACA,CONSUMADO,FALA,25.0,BRANCA,SUPERIOR COMPLETO
306,02/07/2023,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,40.0,BRANCA,SUPERIOR COMPLETO
307,02/07/2024,PORTO VELHO,CALUNIA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,42.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
308,02/07/2024,CENTRO,INJURIA RACIAL,CONSUMADO,FALA,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
309,02/07/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,64.0,PARDA,ALFABETIZADO
310,02/07/2024,JARDIM NOVA AMERICA,ESTELIONATO,CONSUMADO,FRAUDE,38.0,PARDA,SUPERIOR COMPLETO
311,02/07/2024,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,76.0,PARDA,ALFABETIZADO
312,02/07/2024,NACOES,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
313,02/07/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,71.0,BRANCA,ALFABETIZADO
314,02/07/2024,SAO JOSE,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,58.0,BRANCA,SUPERIOR COMPLETO
315,02/07/2024,CENTRO,AMEACA,CONSUMADO,ESCRITA FISICA,52.0,AMARELA,ENSINO MEDIO COMPLETO  2o GRAU 
316,02/08/2023,BELVEDERE,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
317,02/08/2023,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
318,02/08/2023,NOSSA SENHORA DA CONCEICAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,60.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
319,02/08/2023,CENTRO,AMEACA,CONSUMADO,FALA,41.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
320,02/08/2023,CAMPINA VERDE,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,35.0,BRANCA,SUPERIOR COMPLETO
321,02/08/2024,RANCHO ALEGRE,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,39.0,BRANCA,SUPERIOR COMPLETO
322,02/08/2024,NITEROI,FURTO,CONSUMADO,MEIO DESCONHECIDO,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
323,02/08/2024,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
324,02/08/2024,JARDINOPOLIS,ASSEDIO SEXUAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,30.0,PARDA,ALFABETIZADO
